from,transfer_count,total_amount_usd,average_amount_usd
0x32226c610a105cb6f535f19abdc9f4e8d470dd5c,4,210.093397,52.523349
0x06e592a792c30d995c30bbbf3846a9125e2ae6ae,4,765.648628,191.412157
0xd377f4d1d80724647806628164083a3d36029d32,4,1624.23911,406.059778
0xa46c41462a7d146f926e89e43b57556493293ecc,4,9690.753929,2422.688482
0xe7a4070717e1742fe583c260485969f214dc3b80,4,76.286971,19.071743
0x6f66dd52be178a081572192e1632da5a20f5afd1,4,1599.079505,399.769876
0x5c2502e3a6b07620131b0f8db0b45fed50ccc532,4,149.604861,37.401215
0xe7724227b6592fe2ed8c02c3b05436bc8c4dbffd,4,484.273738,121.068434
0xd18649a58e4c25606f310daa7a2f22f6f8603836,4,143.404622,35.851156
0xa67789413dd32b41d9c86b6cf3395a0f58535f96,4,2016355.630019,504088.907505
0x4256f11aae55411e02d7bc730f961a66e03f3ea5,4,31384.3,7846.075
0xf5e86fb1f4ac80c7038194e1386543d270a0a28f,4,104599.340575,26149.835144
0x7a25d2aef383143ae12b4123468309076e8bfe74,4,70009.941085,17502.485271
0xa6d00a70dc78eb98d2cd520fffa0ae8e0b802496,4,113.8705,28.467625
0xa73939d12c71761c90734801d97026de2da6586a,4,828.240328,207.060082
0x009c9dbbed1f0ba0158e740dabacb1ba59d545fe,4,567.748126,141.937032
0x42df9dd83d8205b0ad2d855ed91bf94cf86e7a47,4,370.056961,92.51424
0xa8072bfaff0bd556aba734c0c2af32b61613ca61,4,103.591465,25.897866
0x435bdee0de24de18e540ca0da9a92c24dd676592,4,87.447055,21.861764
0x20ffccec72e6eb47a49f1c8133a991e34005b8d2,4,77857.810099,19464.452525
0x6c1e24a124a89f16a052e8aefd39a6f968fba1bd,4,772.214044,193.053511
0x3107efd80fcc4edb5a4c0159190073ea55392fa0,4,2014.347118,503.58678
0xf6b777d8b8ec58f12be0a187f5ff1a15cf88d072,4,6041.160138,1510.290034
0x5e1d031e90081bdecd39cdbf2cfd4dfe5a8edb75,4,4248.117594,1062.029399
0x944bec9f8e3ad22e8a6fe958ef67cb39e4041877,4,17.991,4.49775
0x023bb3e416908a22ca3483ab32f7e5588dbefa17,4,183.099758,45.77494
0xbe7ee9a0fbad48a3b42472b0e95017b36c8e80a8,4,807.384824,201.846206
0x34fc607dc50061d9669e732cd3a3649c4b58fb7d,4,2533.708355,633.427089
0x2dece16366d3706e46fcdd431f4a3da3faef4cf4,4,251220.0,62805.0
0x49677dd20a740e6aca1d52f2b5a67c23914fd59c,4,249.607494,62.401874
0x1c4385e44f21b5d4e925646f4373238fd6f8dff6,4,101.468223,25.367056
0xdc8de76e70603075bc869f32c2146a87a09cd15f,4,3727.094521,931.77363
0xb717a301a78d3412169dcdb7427760fb9f3494db,4,110758.725442,27689.68136
0x7e6381dc48c0fb463c0ddc731e4a325fed5da0c3,4,2014.669197,503.667299
0x1144b478e4797b3d201c15edf0e2b5145efcf549,4,19990.0,4997.5
0xdbe9527140304dc9971a2717a5031da8b3807c96,4,77.325881,19.33147
0x4a9d5bda2664fa2394e61516e67b545b77172a71,4,10414.397872,2603.599468
0x6458f3404beed454f4e21f486589a461c9d0337e,4,100002.907533,25000.726883
0x3600e82c528096499b7ca838cae54772c2232966,4,15025.993018,3756.498254
0xd8aabb7fc31d6ea6f36f615ce352502abbca9103,4,80002.30977,20000.577442
0x4969cefd1c049c17eb994b4020e43e0380694e74,4,2432.826011,608.206503
0x12eb0cc0d0448801b86573ebe8ca244705ecd00f,4,158017.908561,39504.47714
0xb84654d0839858bebd7e426f222015a43e425dad,4,107.340656,26.835164
0xf8f17b33faf101c6ac5c041994b606d873ac0225,4,51023.822884,12755.955721
0xba08e7f2d70a5b6deb37c2ef26eb690ec25b9149,4,229.375725,57.343931
0xb9f3b8708fecaab4ba144fdf50f8b47922ecbe40,4,8473.748461,2118.437115
0x8eed6b9cc609bb998d5153de5ab7e2fab97f4745,4,1172.98725,293.246812
0x7fb98995be3f759913d793257c591b62098bbfb6,4,969.834969,242.458742
0x49b4af3d8432d0be485ff7441006843afbc091bb,4,127.883523,31.970881
0xd98e86d7610ab638f259442074e2c65cfad0ebaa,4,421514.559139,105378.639785
0x49b8c37d67db2a869dbfd345e25656b053222a14,4,107.902388,26.975597
0x120415be9d87b3cf97aa34ff4af6666951388306,4,190.329891,47.582473
0xd79db62e17499a07528936518795706923bd2581,4,1988890.0575,497222.514375
0xd76bde918fa7123d721c98b2318c89627b15e91d,4,579.460125,144.865031
0xd4da14dabe00acfe3e22b0e93a76f97e7f0aac77,4,221128.598928,55282.149732
0x9a47410ec18f1075b14c3c7addea669fcc6fb7b3,4,101.840521,25.46013
0x69740acc4b2f6b320f5b95cc6e0f45bba4ea3339,4,11027.465019,2756.866255
0xbd899d65c9ebe8de73918ae2a8a8cbb010a82797,4,716892.425559,179223.10639
0xf75ae8a3745b216469fbbcfa4952e3af3b251d30,4,139.75776,34.93944
0x7094cc8a494972253a92cc8cbec4df871dc2de75,4,12493.652049,3123.413012
0x25c4b682fbf88343480d263751d16ae7cdd60cba,4,7102.483978,1775.620994
0x2dc6eecb8661f85d37b5e8ba69f9e3001ee6a100,4,4565.061571,1141.265393
0x46ddce50fffcc901ab283c70275741afbbc715bc,4,196.834795,49.208699
0xdf716940f602e2d7289d41402f52231d515b116f,4,25.987,6.49675
0xb2b7423531e9df7bf0c9632a640621c80ba84baa,4,10762.273132,2690.568283
0x67e04827eb1d5da27669040c2d28cbb90c9d4f05,4,132.441566,33.110392
0x4748c61ebbb0a1ed9330bef8f6d004a589039ff4,4,5100.4435,1275.110875
0x35cdf475bbc9293b669a0d988eb03622dee3a978,4,700000.0,175000.0
0x10d5f63e1830d97cef8249b94ab932daf8eb9a42,4,101052.839472,25263.209868
0xd68ae01f7ba4cddc179047de6fdbf85843b799fb,4,370801.981236,92700.495309
0x2c5ee6169c40086f7d24b324df560fbaece48af9,4,175.13825,43.784562
0x476904e366876e660064b734e6f6c5fcf2959f6e,4,439918.408616,109979.602154
0x35b1ffb04738188f3d184ff3fde8878fc52068e2,4,459.15087,114.787718
0xb3e387907ec937fabd8e372f716e91419dce3340,4,120074.719715,30018.679929
0xd6b6abf36e27fadb5cbdfeeeba573076e53b7686,4,63.005306,15.751326
0xf7f3b150871dad484fb2b0c17550e7d9627707fa,4,119479.013227,29869.753307
0xdd8156b4160dda57ae32888726f29e863b5ea7d8,4,307960.077537,76990.019384
0x0813f733e0fd133a82360c35f2f9417e376e27f7,4,21830.667685,5457.666921
0xa46988722a53155f5ce4adb48c1fd27d9426e8fa,4,119.80252,29.95063
0x61be80e1202783a57444473063d2d445fc54b61b,4,992.393591,248.098398
0x30c58a99313e52a0f8a47d8c846463ed86d1a39b,4,105.27503,26.318758
0x837be6f62ff47288f6a7517a349c5cae2578c521,4,1557.882146,389.470537
0xc8ca1c02ca26de516cd414b11916ce5b686567bc,4,425906.930956,106476.732739
0x730e74f8b59abaea5357f629568f3ab5888d8082,4,34677.94784,8669.48696
0xce968df5424e2864feead96197aeb7a93c2bd353,4,2428.372383,607.093096
0x22cd482b900aad7174fa47f2abc4ae7f709e7a13,4,78.234724,19.558681
0x97583d91b04c3ddb2cb1d7c9091b5a52ae7151e3,4,5994.128399,1498.5321
0x0c1c80e355b062cc6da49c6c7ddb1df662c957a4,4,113.416638,28.35416
0xd013a278ae23dafda0b36c48ee13f2a2306996f2,4,195376.685105,48844.171276
0x22fe73ce0709a78039e55502b56db36523810697,4,49389.69258,12347.423145
